lexicon,n_poetry,n_prose,mean_sentiment_poetry,mean_sentiment_prose,MWU_U,p_value,cliffs_delta
physical_desire,1020,9866,4.892156862745098,3.6294344212446785,7078568.0,1.8539557624639413e-130,0.40680570626791157
