lexicon,n_chunks_poetry,n_chunks_prose,n_total_poetry,n_total_prose,share_corpus_poetry_retained,share_corpus_prose_retained,chi2,p_value,dof,js_divergence,n_topics_compared
physical_desire,1020,9866,1221,14607,0.8353808353808354,0.6754295885534333,3644.1730247952787,0.0,366,0.7177459549546233,367
