lexicon,n_poetry,n_prose,mean_sentiment_poetry,mean_sentiment_prose,MWU_U,p_value,cliffs_delta
sapphism,108,170,4.87962962962963,4.088235294117647,11645.0,1.0644868610691445e-07,0.26851851851851855
