lexicon,n_chunks_poetry,n_chunks_prose,n_total_poetry,n_total_prose,share_corpus_poetry_retained,share_corpus_prose_retained,chi2,p_value,dof,js_divergence,n_topics_compared
sapphism,108,170,1221,14607,0.08845208845208845,0.011638255630861915,195.00529048656495,0.00019574554274945352,130,0.8359106587429905,131
