topic,n_poetry,n_prose,share_poetry_in_corpus,share_prose_in_corpus,ratio_poetry_over_prose
77,2,16,0.001638001638001638,0.0010953652358458273,1.4953931203931206
281,2,17,0.001638001638001638,0.0011638255630861914,1.4074288191935254
242,2,17,0.001638001638001638,0.0011638255630861914,1.4074288191935254
56,6,52,0.004914004914004914,0.003559937016498939,1.3803628803628802
291,1,9,0.000819000819000819,0.0006161429451632779,1.3292383292383292
303,2,18,0.001638001638001638,0.0012322858903265558,1.3292383292383292
216,2,19,0.001638001638001638,0.00130074621756692,1.2592784171731541
112,4,39,0.003276003276003276,0.0026699527623742043,1.226989226989227
149,2,20,0.001638001638001638,0.0013692065448072841,1.1963144963144965
122,3,30,0.002457002457002457,0.0020538098172109263,1.1963144963144963
183,3,30,0.002457002457002457,0.0020538098172109263,1.1963144963144963
205,3,31,0.002457002457002457,0.0021222701444512907,1.1577237061108028
58,5,52,0.004095004095004095,0.003559937016498939,1.1503024003024003
244,2,21,0.001638001638001638,0.0014376668720476485,1.1393471393471393
89,3,34,0.002457002457002457,0.002327651126172383,1.055571614395144
280,1,12,0.000819000819000819,0.0008215239268843705,0.996928746928747
225,2,25,0.001638001638001638,0.0017115081810091053,0.957051597051597
199,2,26,0.001638001638001638,0.0017799685082494695,0.9202419202419203
353,1,13,0.000819000819000819,0.0008899842541247347,0.9202419202419203
82,3,39,0.002457002457002457,0.0026699527623742043,0.9202419202419202
129,3,39,0.002457002457002457,0.0026699527623742043,0.9202419202419202
336,1,14,0.000819000819000819,0.0009584445813650989,0.8545103545103546
298,1,14,0.000819000819000819,0.0009584445813650989,0.8545103545103546
238,1,14,0.000819000819000819,0.0009584445813650989,0.8545103545103546
302,1,14,0.000819000819000819,0.0009584445813650989,0.8545103545103546
176,1,15,0.000819000819000819,0.0010269049086054631,0.7975429975429976
240,1,15,0.000819000819000819,0.0010269049086054631,0.7975429975429976
287,1,15,0.000819000819000819,0.0010269049086054631,0.7975429975429976
53,3,46,0.002457002457002457,0.0031491750530567536,0.7802051062920629
229,1,16,0.000819000819000819,0.0010953652358458273,0.7476965601965603
197,1,16,0.000819000819000819,0.0010953652358458273,0.7476965601965603
61,2,32,0.001638001638001638,0.0021907304716916546,0.7476965601965603
185,2,32,0.001638001638001638,0.0021907304716916546,0.7476965601965603
4,13,212,0.010647010647010647,0.014513589374957211,0.7335890779287005
40,3,49,0.002457002457002457,0.0033545560347778463,0.732437446723161
203,2,34,0.001638001638001638,0.002327651126172383,0.7037144095967627
237,1,18,0.000819000819000819,0.0012322858903265558,0.6646191646191646
108,3,54,0.002457002457002457,0.0036968576709796672,0.6646191646191646
11,4,79,0.003276003276003276,0.005408365851988772,0.605728858893416
