lexicon,n_chunks_poetry,n_chunks_prose,n_total_poetry,n_total_prose,share_corpus_poetry_retained,share_corpus_prose_retained,chi2,p_value,dof,js_divergence,n_topics_compared
love_and_desire,1126,11541,1221,14607,0.9221949221949222,0.7901006366810434,4056.2080911147104,0.0,366,0.7097525159773198,367
