lexicon,n_poetry,n_prose,mean_sentiment_poetry,mean_sentiment_prose,MWU_U,p_value,cliffs_delta
love_and_desire,1126,11541,4.874777975133215,3.590763365392947,9181033.5,1.5698127593166402e-146,0.4129921079884628
