word,tfidf_poetry,tfidf_prose,diff_poetry_minus_prose,characteristic_of
ame,0.03860495150396386,0.008414299197922706,0.030190652306041156,poetry
mer,0.03276996624045945,0.005625580093214538,0.02714438614724491,poetry
ombre,0.028929996503492955,0.006768960384851031,0.022161036118641925,poetry
mort,0.02911260655597832,0.008529702978974948,0.020582903577003375,poetry
soir,0.030568079499337042,0.010794384615433123,0.019773694883903917,poetry
encor,0.0188138852857632,4.133563685639682e-05,0.018772549648906803,poetry
lune,0.022141974664961275,0.0037054961536506417,0.018436478511310632,poetry
fleurs,0.024356545434086663,0.00620612883416827,0.018150416599918392,poetry
cœur,0.029311157142704602,0.01121461152698932,0.018096545615715283,poetry
vent,0.02254560677673155,0.005232102832425234,0.017313503944306315,poetry
amour,0.032845303186573443,0.01576119679961247,0.017084106386960972,poetry
nuit,0.027833925535359128,0.010893942712635673,0.016939982822723455,poetry
lys,0.016989122294713506,0.0007934135073652704,0.016195708787348235,poetry
doux,0.02007885512940773,0.0044642888352090645,0.015614566294198665,poetry
roses,0.02039236922005527,0.0048181818231250746,0.015574187396930195,poetry
reve,0.020017613965002568,0.004720859216139064,0.015296754748863503,poetry
psappha,0.015458847143971853,0.00028308863238304455,0.015175758511588809,poetry
eau,0.022686242805539953,0.00847869067388402,0.014207552131655933,poetry
yeux,0.03376618899596264,0.019617280619721122,0.014148908376241519,poetry
automne,0.016122577008896695,0.002095836613768238,0.014026740395128457,poetry
soleil,0.02027266346550565,0.006760831530370319,0.013511831935135332,poetry
ciel,0.019871879926180395,0.006385543840118754,0.013486336086061642,poetry
morts,0.014923130642264878,0.002007812653448532,0.012915317988816346,poetry
chant,0.014599507193279706,0.0019098267766163148,0.012689680416663391,poetry
front,0.017608959034501645,0.00557831721117058,0.012030641823331065,poetry
eranna,0.011721672357970916,6.30315200999132e-05,0.011658640837871003,poetry
vierge,0.013502842746616702,0.0019261566548090183,0.011576686091807684,poetry
flots,0.0119257971887695,0.0007149270305658296,0.01121087015820367,poetry
demetrios,0.011186693037404282,0.0,0.011186693037404282,poetry
chante,0.012564312226311502,0.0020072852515407563,0.010557026974770746,poetry
petite,0.0039529848326199145,0.018394622231119286,-0.014441637398499373,prose
encore,0.007481869380693524,0.020916723521256536,-0.013434854140563012,prose
faire,0.0029586391344217705,0.01598759070993508,-0.013028951575513308,prose
petit,0.005557513129902881,0.017214467964255204,-0.011656954834352324,prose
deux,0.01016368548982001,0.021632937569755182,-0.011469252079935172,prose
minne,0.0,0.010971028437814468,-0.010971028437814468,prose
stephen,0.0,0.010850046717859016,-0.010850046717859016,prose
homme,0.00496942970708319,0.01548606043069039,-0.010516630723607201,prose
jeune,0.0051793842000093454,0.015403216068900103,-0.010223831868890757,prose
dire,0.0034412260364481066,0.01340712853748594,-0.009965902501037833,prose
fois,0.004273025265727359,0.014066945258764486,-0.009793919993037126,prose
madame,0.0005136704569434283,0.010007729758064535,-0.009494059301121106,prose
mme,0.0,0.008913874411928828,-0.008913874411928828,prose
oui,0.004808611527964274,0.013706803873995426,-0.008898192346031153,prose
fille,0.004816309314025898,0.013675487942391568,-0.00885917862836567,prose
mere,0.004300416966713401,0.013044419750399215,-0.008744002783685815,prose
assez,0.001372917475725098,0.01003050026218478,-0.008657582786459683,prose
ans,0.002643569336838586,0.01104115065429705,-0.008397581317458463,prose
tete,0.005706442937433713,0.01403032455844496,-0.008323881621011248,prose
presque,0.002600166599927921,0.01031318294062107,-0.007713016340693149,prose
antoine,0.0,0.007601918650324573,-0.007601918650324573,prose
alors,0.004710544090565089,0.012300877947194047,-0.007590333856628958,prose
fit,0.002484298455900981,0.00993788735426915,-0.007453588898368169,prose
pere,0.0031964797997133254,0.010467499702861557,-0.007271019903148232,prose
chambre,0.0034374601236429794,0.010661144000205416,-0.007223683876562437,prose
mari,0.0002974416909161355,0.007433335615921422,-0.007135893925005286,prose
mary,0.0,0.007079164722181893,-0.007079164722181893,prose
eva,0.0,0.007025912789682515,-0.007025912789682515,prose
moment,0.002658508867764437,0.009192097383560008,-0.006533588515795571,prose
monsieur,0.00036781188348725005,0.006893767161969967,-0.006525955278482717,prose
