word,tfidf_poetry,tfidf_prose,diff_poetry_minus_prose,characteristic_of
ame,0.03614834292453946,0.009605060795259236,0.026543282129280223,poetry
mer,0.028944276250970003,0.0053345003965195835,0.02360977585445042,poetry
ombre,0.02895130871882758,0.006441324322158826,0.022509984396668754,poetry
soir,0.030141309192041055,0.010696179104558185,0.01944513008748287,poetry
mort,0.027984138510480115,0.008862996449997279,0.019121142060482835,poetry
lune,0.02260710874827803,0.003692747081854514,0.018914361666423518,poetry
fleurs,0.02401565032993202,0.0057554324733694396,0.01826021785656258,poetry
cœur,0.030125011658787143,0.012294298803214447,0.017830712855572695,poetry
nuit,0.028452240388588877,0.010659189483799483,0.017793050904789394,poetry
vent,0.022050371232158264,0.004842938176956555,0.01720743305520171,poetry
encor,0.017231494115353817,3.566501735026036e-05,0.017195829098003556,poetry
doux,0.02125817037621107,0.004528431564034459,0.01672973881217661,poetry
psappha,0.01681783130107781,0.000492907841280194,0.016324923459797615,poetry
lys,0.016735103472969613,0.0008903081107335477,0.015844795362236066,poetry
roses,0.02025961116811929,0.0047714620623961375,0.015488149105723152,poetry
yeux,0.034335637035157844,0.019018360577265022,0.015317276457892822,poetry
automne,0.01628545300478727,0.0021225788373152813,0.014162874167471988,poetry
reve,0.018492954330460377,0.0051826663310855165,0.013310287999374861,poetry
eau,0.020582665427961493,0.007613540835213564,0.01296912459274793,poetry
front,0.017883424787029648,0.005112742119231094,0.012770682667798555,poetry
ciel,0.01854709121483695,0.0058348630654342926,0.012712228149402656,poetry
morts,0.014563808329492214,0.0020195986376865343,0.01254420969180568,poetry
chant,0.014169704873961565,0.0019221761733216362,0.012247528700639929,poetry
soleil,0.01839730299562758,0.006577262611393277,0.011820040384234305,poetry
eranna,0.011874492236356624,0.00010247814568431048,0.011772014090672314,poetry
vierge,0.013734890383498446,0.0022501753057321424,0.011484715077766303,poetry
baiser,0.014542446072569683,0.0035652324589290443,0.01097721361364064,poetry
flots,0.011616522259598853,0.0006796126181283196,0.010936909641470535,poetry
demetrios,0.01075697476321614,0.0,0.01075697476321614,poetry
naake,0.010751437244961158,0.0,0.010751437244961158,poetry
petite,0.0033770850470153263,0.017834379995240686,-0.01445729494822536,prose
faire,0.0028352563042966265,0.01645497732304804,-0.013619721018751411,prose
encore,0.007640854731644209,0.020968107053749487,-0.013327252322105278,prose
homme,0.0046727286506442365,0.0167850595965131,-0.012112330945868863,prose
stephen,0.0,0.011754552043353083,-0.011754552043353083,prose
deux,0.009998581291385653,0.021216875674645894,-0.011218294383260241,prose
minne,0.0,0.010955911657207622,-0.010955911657207622,prose
jeune,0.0053152163211719495,0.016029093957706974,-0.010713877636535024,prose
petit,0.005763869137484128,0.016224409904140424,-0.010460540766656297,prose
dire,0.0036759316760439868,0.013809646501695748,-0.01013371482565176,prose
oui,0.004054624342179848,0.014162943960264407,-0.010108319618084559,prose
fois,0.004146713207796351,0.014013216255973324,-0.009866503048176973,prose
assez,0.0012660915284185678,0.010620958528867774,-0.009354867000449206,prose
fille,0.004222605058993166,0.013480086061434084,-0.009257481002440917,prose
madame,0.00037038114812886706,0.009449455870650436,-0.00907907472252157,prose
ans,0.002562112797579138,0.011233833330723988,-0.00867172053314485,prose
tete,0.00517234255188539,0.013588858458445773,-0.008416515906560383,prose
mere,0.004193796920394798,0.01257110416763084,-0.008377307247236041,prose
mme,0.0,0.00827153554605914,-0.00827153554605914,prose
alors,0.004518850341678945,0.01267675643106575,-0.008157906089386805,prose
antoine,0.0,0.008133377732004886,-0.008133377732004886,prose
mari,0.00022840540049242378,0.008312872848278806,-0.008084467447786382,prose
mary,0.0,0.007898765570651993,-0.007898765570651993,prose
presque,0.002683533934338424,0.01035059287725638,-0.007667058942917956,prose
chambre,0.0029635900896236318,0.010392366137085328,-0.007428776047461696,prose
femme,0.011482143376999666,0.018727241088323753,-0.007245097711324087,prose
vie,0.01136272572430262,0.018539786977744867,-0.0071770612534422466,prose
pere,0.003122520771276207,0.010029053253410304,-0.006906532482134097,prose
lettre,0.00033052686045875973,0.007230493201065302,-0.006899966340606542,prose
seulement,0.0011048671819889042,0.007926348274201458,-0.006821481092212554,prose
