lexicon,n_poetry,n_prose,mean_sentiment_poetry,mean_sentiment_prose,MWU_U,p_value,cliffs_delta
lesbian_love,912,6677,4.8826754385964914,3.6854874943837053,4248965.0,9.955067682527031e-110,0.39552279493101483
