work_id,author_id,genre,score_direct_lesbian_love,score_direct_love,score_direct_love_and_desire,score_direct_physical_desire,score_direct_sapphism,score_lesbian_love,score_love,score_love_and_desire,score_physical_desire,score_sapphism
ackermann_oeuvres,ackermann,poetry,0.006511823465325011,0.006433139068440913,0.019931862749317495,0.01478848879209841,7.868439688409789e-05,0.0013186865337256929,0.0013186865337256929,0.004882063531364845,0.0036889418293421703,0.0
ackermann_premierespoesiesphilosophiques,ackermann,poetry,0.007931359962356313,0.007802227730951355,0.023822461826068984,0.017404284590530058,0.00012913223140495868,0.001438023903222376,0.001438023903222376,0.005478885440200614,0.004223477930445161,0.0
adam_paienne,adam,prose,0.015386061494835178,0.015386061494835178,0.03018801336012117,0.019414437414800405,0.0,0.011232831222478486,0.011232831222478486,0.015086230018607918,0.007656567206359339,0.0
alanic_roses,alanic,prose,0.002029550218152061,0.002029550218152061,0.00797368821947546,0.006057654525764211,0.0,0.0010031530477545324,0.0010031530477545324,0.002086467647739086,0.0012760188879778855,0.0
anjou_dieu,anjou,prose,0.0020590301202147885,0.0020590301202147885,0.008480351473600512,0.0065256628262538455,0.0,0.0005011667660430546,0.0005011667660430546,0.0010982031900421722,0.0006825830670408657,0.0
blanchecotte_militantes,blanchecotte,poetry,0.008107362417485234,0.008107362417485234,0.012619763065393969,0.005000244300320236,0.0,0.004308224901077551,0.004308224901077551,0.009114858302590232,0.005638265130406052,0.0
chambrier_audela,chambrier,poetry,0.0028109300295317587,0.0028109300295317587,0.0085895850450471,0.0061634489080666785,0.0,0.0001347397382210251,0.0001347397382210251,0.0007829777047270233,0.0006482379665059982,0.0
dash_voleur,dash,prose,0.004459827509739909,0.004459827509739909,0.008904012423219526,0.0056234573384791224,0.0,0.0015080254694728138,0.0015080254694728138,0.0024285157780768248,0.0016870816728075868,0.0
dauguet_passions,dauguet,poetry,0.007349479648669983,0.007349479648669983,0.01660614826650161,0.012242032975658372,0.0,0.0027308612270476934,0.0027308612270476934,0.007426960700702161,0.006049199528816249,0.0
doff_jours,doff,prose,0.0013475455227253577,0.0013475455227253577,0.006339605821511125,0.0051116590642178664,0.0,0.0001367761133180149,0.0001367761133180149,0.0007776503034881859,0.0006928007574531822,0.0
dominique_ombreroses,dominique,poetry,0.006943552598974735,0.006943552598974735,0.015647968235123363,0.009142402287984,0.0,0.0014353611119961572,0.0014353611119961572,0.004745406768922886,0.003310045656926729,0.0
dortzal_credomontagne,dortzal,poetry,0.006489944018396987,0.006489944018396987,0.015128759156943205,0.011136096836476648,0.0,0.0022807662727134335,0.0022807662727134335,0.007110549064097684,0.005188131645820646,0.0
fleuriot_conge,fleuriot,prose,0.0019966968926758664,0.0019966968926758664,0.006376821630473288,0.004495473137044127,0.0,0.0004726814732551599,0.0004726814732551599,0.0009177533956359818,0.0005833600463182996,0.0
gautier_cruautesamour,gautier,prose,0.003362117587363486,0.003362117587363486,0.009209679072823154,0.005949654379962655,0.0,0.0014576031644549798,0.0014576031644549798,0.0027936087109852754,0.001544746982528149,0.0
gautier_dragon,gautier,prose,0.0016148685684865282,0.0016148685684865282,0.007833103931170092,0.0062912318522803205,0.0,0.000483656090665779,0.000483656090665779,0.001150812366503856,0.0007559010307713235,0.0
