Topic,Count,Name,Representation,Representative_Docs
-1,6175,-1_tete_dire_cur_main,"['tete', 'dire', 'cur', 'main', 'bras', 'soir', 'oui', 'fille', 'cetait', 'alors', 'ah', 'cheveux', 'nuit', 'regard', 'mere', 'moins', 'peutetre', 'homme', 'ans', 'seule', 'porte', 'femmes', 'lair', 'visage', 'mal', 'maison', 'oh', 'passe', 'pourquoi', 'na', 'jours', 'presque', 'grande', 'quun', 'trois', 'lautre', 'tant', 'mieux', 'paris', 'mort', 'ici', 'beau', 'monde', 'rose', 'heures', 'bouche', 'enfin', 'madame', 'corps', 'ny', 'chambre', 'belle', 'bon', 'comment', 'pourtant', 'quune', 'dieu', 'assez', 'nai', 'moment', 'coup', 'fit', 'bas', 'terre', 'fleurs', 'minne', 'detre', 'lon', 'maintenant', 'rire', 'enfant', 'choses', 'voila', 'cote', 'sen', 'bonne', 'seul', 'mme', 'mot', 'jusqua', 'loin', 'jardin', 'lit', 'netait', 'lheure', 'fond', 'ciel', 'peine', 'premiere', 'lamour', 'ame', 'pere', 'sens', 'place', 'vieux', 'silence', 'soleil', 'navait', 'donne', 'matin', 'vite', 'long', 'amour', 'faisait', 'reste', 'pauvre', 'robe', 'qua', 'pieds', 'vois', 'petites', 'seulement', 'blanc', 'fin', 'chose', 'table', 'estce', 'delle', 'marie', 'questce']","[""tomba clochette faible tapis maladroit attendez d'une main saisit poignet l'autre main releva jusqu'au coude manche phil garda fermement main chaude bras nu laissez-moi cria phil haut fit violent mouvement bras soucoupe brisa pieds bourdonnement oreilles tintait l'echo cri vinca laisse tourna mme dalleray regard plein courroux questions n'avait bouge main qu'il rejetee gisait ouverte genoux conque creuse philippe mesura longuement immobilite significative baissa tete vit passer deux trois images incoherentes ineluctables vol l'on vole songe chute l'on choit plongeant l'instant plis l'onde joindre visage renverse elan lenteur reflechie courage calcule remit bras nu main ouverte xi philippe sortit dame blanc heure demie matin attendre quitter villa familiale bruits lumieres eteints porte vitree fermee loquet barriere bois propre poids rabattait dela route liberte liberte marche ker-anna charge d'entraves parfois s'arretant aspirer l'air main gauche posee cœur tete basse levee chien aboie lune haut cote s'etait retourne apercevoir mi-falaise maison dormaient parents parents vinca vinca troisieme fenetre petit balcon bois dormir"", ""grands yeux roux dramatises mois larmes meche fauve grise tombait long joue touchait chale noir visage amolli jaune fripe rides rendait eclatante bouche entr'ouverte restee fraiche d'une petite fille chantez-moi voulez-vous docteur reprit accords commencement annees n'avait chante propre voix l'etonna chanson d'amour sort sources troublees registre baisse notes rouillees gorge sortaient enrouees moment cependant joli timbre qu'isabelle possede jadis tresor fond gosier restait emouvant encore attestait beaute passee don ravissant n'avait soupconne temps fraicheur pauvre voix fatiguee c'etait jeunesse finie d'isabelle s'essayant encore vivre n'etait temps docteur tisserand debout piano immobile regardait ardents yeux noirs emotion cachee faisait hausser nerveusement l'un sourcils fines narines palpitaient au-dessus barbe blanchie isabelle voir sentit emotion releva tete regards heurterent l'un l'autre isabelle mains arretees touches s'est tue pourquoi semble qu'elle devine coup choses possibilites anciennes achevent mourir deux etres vieillis peut-etre s'aimer rougeur lente monte joues madame chardier yeux troublent docteur n'a bouge place isabelle n'a fait geste mystere passe doucement isabelle reprend romance chanson d'amour sort sources troublees soudain rire porte rire narquois presque"", ""encore assise droite present montrait pleine lumiere visage noble defait cire cuisantes larmes sechees poids invisible tirait bas menton joues attristait coins tremblants bouche naufrage beaute cheri retrouvait intacts joli nez dominateur prunelles d'un bleu fleur bleue alors n'est-ce nounoune mois vie-la j'arrive ici s'arreta effraye qu'il failli dire arrives ici trouves vieille femme lea d'une voix faible tranquille nounoune ecoute nounoune jeta genoux laissant voir visage lachete d'un enfant trouve mots cacher faute trouves vieille femme repeta lea as-tu peur petit entoura bras epaules cheri sentit raidissement defense corps souffrait parce qu'elle blessee cheri as-tu peur m'avoir fait peine pleure beaute remercie contraire fit gemissement protestation debattit force inclina joue cheveux noirs emmeles pense j'etais belle yeux dis bonne l'age tant femmes fini vivre j'etais belle meilleure femmes m'aimais remercie cheri chic pauvre petit s'abandonnait soutenait bras j'avais chic j'aurais fait homme lieu penser qu'au plaisir corps""]"
0,263,0_chien_chienne_chiens_mariette,"['chien', 'chienne', 'chiens', 'mariette', 'grandpere', 'petit chien', 'feu', 'bete', 'porte', 'madame', 'pattes', 'canards', 'garde', 'pauvre', 'mme', 'trois', 'ferme', 'bas', 'tete', 'bois', 'lautre', 'soupe', 'cote', 'petite chienne', 'betes', 'maitre', 'vite', 'armide', 'matin', 'florence', 'quun', 'petits', 'mary', 'ernee', 'bout', 'beau', 'pieds', 'peelmann', 'gabrielle', 'cur', 'heures', 'oui', 'nuit', 'main', 'couleur', 'marcel ernee', 'maison', 'patipati', 'ici', 'storm', 'lheure', 'queue', 'regard', 'enfin', 'bon', 'enfants', 'valgue', 'ruby', 'chasse', 'monsieur', 'blanc', 'terre', 'plein', 'museau', 'knut', 'peutetre', 'bleu', 'loin', 'place', 'mme ruby', 'petites', 'jours', 'maintenant', 'coup', 'vieux', 'ah', 'dire', 'reste', 'premier', 'peur', 'chat', 'alors', 'comment', 'cetait', 'grande', 'lair', 'daste', 'ville', 'chatte', 'bonne', 'fin', 'branche', 'poil', 'mere', 'gens', 'lun', 'pere', 'jardin', 'lapin', 'noir', 'pied', 'table', 'collier', 'oh', 'fox', 'long', 'pres', 'neige', 'animal', 'assise', 'madame suzanne', 'beaucoup', 'dos', 'nen', 'longtemps', 'assez', 'regarder', 'tant', 'soir', 'mois']","[""l'idee demander nouveau rappelle-moi preceda amitie parle-moi aboie gratte exemple trou taupe j'ai grandement temps vingt experiences j'aime petit chien fin museau berger sage griffon nouveaux apportent maison nouvel hote surprises d'un caractere inconnu n'en bouledogue hausse jusqu'a diminutif lutin tete ronde camard grignard valeureux terrier brabancon poil ras chien crane rond chien crane plat difference grande qu'il m'arrive dire j'avais epoque-la bouledogue chien bull nuance qu'elle pense tiens chien lorsqu'elle rencontre bouledogue rencontre chien ordinaire pense parce qu'elle regarde chiens quatre chiennes bouledogues n'en possede consentit causer basset levrier berger temps semestriel accouplements n'amendait mepris sorte stupeur fort trouble sexuel immobilisait parfois lorsqu'un etranger fougueux poil flottant langue d'un long museau heraldique pretendait rendre maitre d'elles voyais fixees sol l'œil prive pensee l'assaut n'obtenait qu'elles detournassent l'intrus bouledogue n'aime sens pur total mot qu'une seule race d'animaux comprenez chante ici serviteur parfait serviteur berger beauce fournit modele classique zele vertueux empressement efface juste vertus valet affectueux"", ""beaucoup voir spectacle-la revenant d'une horrible excursion matin qu'un monsieur ville attarde greve mortuaire decouvrit flaque mourant jete cote pauvre charogne chien blanc brun respirait encore soins qu'on donna qu'on prodigue homme rage espece remords l'ardeur rendirent vie bete l'on verite remise pattes parler bete raconter horreurs pris part crut longtemps chien remettrait naufrage jeune finit prendre monsieur l'avait sauve garda dura convalescence fois debout chien voulut rester maison cherchait-il maitres noyes errant porte porte reconnaissait partout partout faisait fete populaire premier l'idee l'appeler bateau vivide couchait tantot l'un tantot l'autre mangeait trouvait n'etait chien l'equipage chien ville habitue collectivites semblait trouver naturel annees passerent vivide vieillit doucement jour l'heure venue mourut faire sauveur grand panier linge reste treize ans place fond d'une buanderie nouvelle repandit mort chien mysterieux ravivait souvenirs drame marin l'avait jete cote semblait qu'il"", ""assassines personnes celebres malheureuses mariages refuge avril portes paris refuge betes dernier zeppelin laissa choir passant bombe mediocre tua demi-douzaine chiens fit d'une porte pleine porte claire-voie montre degats j'y moins attentive l'avoue qu'a categorie pensionnaires chiens collier medailles d'identite semblent representer soixante vagabonds maitres licou aristocratie d'abandonnes gardienne chiens mobilises attendent attendent font faire chose chiens ramasses rue terrain vague cueillis chancelants faim roues d'un taxi jetes soir par-dessus mur refuge flanent digerent jouent s'ennuient hurlent liberte chiens mobilises attendent patee l'eau fraiche natte paille l'acceptent superflu necessaire porte pend clochette porte cent fois ouverte fermee blanc jaune madame maitre l'a apporte mois d'aout soir moment partait front disait temps n'ai chien n'ai chien fin l'a laisse s'est mis courir dehors entendre voix chien regardez-moi tient place vrai chien guerre madame chien d'un sergent belge parti feu maitre blesse rapporte sergent retourne poste""]"
1,204,1_cheval_chevaux_parazol_eva,"['cheval', 'chevaux', 'parazol', 'eva', 'amedee', 'alfreda', 'raftery', 'noemi', 'galop', 'cavalier', 'suzanne', 'jemina', 'stephen', 'petit cheval', 'vieux', 'daniel', 'camargue', 'course', 'ouarda', 'macha', 'arabe', 'navait', 'monter', 'guerre', 'fille', 'vit', 'williams', 'betes', 'miss', 'martin', 'regardait', 'maison', 'setait', 'netait', 'sentait', 'antin', 'lavait', 'cetait', 'bastide', 'tete', 'frederic', 'terre', 'reste', 'voiture', 'quils', 'oui', 'premier', 'marthe', 'grande', 'vite', 'pourtant', 'ans', 'chambre', 'arabes', 'trot', 'monte', 'faisait', 'seul', 'selle', 'vent', 'bete', 'corps', 'antrim', 'homme', 'mouvement', 'enfant', 'main', 'monture', 'maitre', 'alors', 'lance', 'pays', 'enfin', 'mort', 'pensait', 'tant', 'route', 'deshandres', 'petits', 'joan', 'monter cheval', 'force', 'piste', 'fabienne', 'montjavon', 'dire', 'nouveau', 'present', 'sabots', 'lautre', 'ventre', 'pris', 'jambes', 'lenfant', 'mere', 'khadija', 'vieux cheval', 'garcon', 'place', 'parlait', 'bas', 'pere', 'hommes', 'na', 'ypsilon', 'philippe', 'possible', 'comment', 'lair', 'moment', 'maintenant', 'jockey', 'voyait', 'noune', 'emmanuelle', 'peutetre', 'visage', 'parler', 'qua', 'courir']","[""d'abord lutte cheval comprendre passe l'equitation sauvage l'orient petite voix roulait arabe injures lyriques appelait cheval fils chien maudissait jusqu'a septieme generation cheval tour tour cabrait ruait agace cavalier imprevu petites oreilles nerveuses reconnaissant langue originelle flancs presses deux jambes fer reconnaissant peut-etre l'etreinte d'autrefois paru comprendre volontaire petit musulman montait moment gens assis banc cru qu'il s'emballait alfreda lancee ventre terre arrivait bout pelouse droit n'ont temps lever fuir cheval arrete net semblait saluer rassurer sublime crie cousine pravieux rouge terreur bravo s'epoumonaient maintenant alfreda siftle l'air fantasia l'etalon fremissant narines pleines feu l'œil rouge commence suite encenser chevaux arabes comprennent musique maitres met enfin danser mesure parfaite secouant rythmiquement longue criniere noire choc sourd sabots l'herbe accompagne l'air etranger siffle toujours haut toujours vite levres rouges d'alfreda petit cavalier noir tete d'or fait voltiger au-dessus tete guise lance canne l'oncle d'antin qu'on passer buste ee renverse redresse tour tour laissant canne jette mouchoir l'herbe remet cheval galop bondissant jusqu'au bout pelouse revient trombe couchee"", ""trompe cavalier arabe ferait sourire l'eleve ecoles saumur hanovre cheval arrive faire machine docile espece jiu jitsu qu'on appelle dressage l'instinct l'arabe n'ait raison facon qu'il monter cheval seule convienne betes souples ostentatoires pays chevalet cavalier orient arrivent comprendre s'ils n'etaient qu'un seul n'est-ce differemment obtenu tact equestre tendent savantes methodes d'europe certes penetrer genie races l'elude equitation alfreda porte veines sang bedouin mere monte cheval cavalier desert n'a qu'a penser bete realise intentions dirait etat d'esprit fluide etrange communique nerveuse monture pere pere repetait-elle encore hypnotisee cauchemar nuit faisait d'etre lancee ventre terre fraicheur premiere heure galop cheval ralentit etait-il ivre est-il devenu subitement fou qu'est-ce c'etait poison qu'il faire boire soudain pourvu qu'il tue nuit la-dessus cheval repart connue emporte peur panique alfreda fuir idees poursuivie apparitions qu'il vit surgir fillette clairiere oii d'arriver qu'elle proche essoufflee sahete ecumante georges menissier lut tragedie petit visage marbre teinte qu'est-ce qu'il demanda-t-il"", ""entra possible noemi d'ou viens-tu qu'arrive-t-il interrogations pressaient rassura trois femmes grave voir garder ici deux chevaux grand-pere parazol chevaux soupire soulagement gardaient vague inquietude pourquoi envoyait-il betes pourquoi veut-il gardions sauver requisitionnerait chevaux admirables suzanne parler noemi devanca penser sauver chevaux hommes font tuer beaucoup place ici hasarda suzanne accepterais d'etre contravention loi crois qu'on ici vieux cheval reforme insista suzanne faisons partie d'une commune deja pris chevaux valides faire exception pris hommes prendre chevaux noemi parlait amenite amedee sentit cheval valeur exceptionnelle c'est daniel designes gagnants derby noemi insensible l'argument repeta scandalisee faire chevaux qu'on fait hommes inegalite l'outrait oui vieux parazol fort original coupable enfin qu'il chevaux cavalerie jemina n'avait pris parole sœur s'en apercut tourna amedee maitresse ici c'est grand-mere d'en decider silence jemina l'air prise pensees regarda amedee fixement qu'elle inquiete regard parazol jemina visage regulier bandeaux pris soudain eclat vie sortait""]"
2,185,2_chambre_sommeil_lit_nuit,"['chambre', 'sommeil', 'lit', 'nuit', 'porte', 'amedee', 'delle', 'setait', 'visage', 'bussy', 'sentait', 'marie', 'bertrand', 'cetait', 'fille', 'netait', 'lavait', 'alors', 'navait', 'maria', 'jours', 'alfreda', 'soir', 'tete', 'matin', 'heures', 'questce', 'peutetre', 'seule', 'fit', 'pres', 'hilda', 'alice', 'gaspard', 'cur', 'regarda', 'bras', 'peine', 'cote', 'fenetre', 'pere', 'vit', 'semblait', 'pourquoi', 'manger', 'mademoiselle', 'malade', 'presque', 'lheure', 'dire', 'maison', 'table', 'piece', 'corps', 'lorsquelle', 'fatigue', 'main', 'mlle', 'oui', 'dormir', 'lescalier', 'noemi', 'faisait', 'prit', 'silence', 'mere', 'torie', 'disait', 'stephen', 'larmes', 'lautre', 'comment', 'maintenant', 'enfin', 'dejeuner', 'figure', 'nuits', 'sentit', 'sen', 'place', 'repas', 'ny', 'possible', 'cherchait', 'elysee', 'heure', 'travail', 'trouver', 'regard', 'brusquement', 'cheveux', 'geste', 'lendemain', 'trois', 'veille', 'besoin', 'homme', 'madame', 'mourra', 'voyait', 'rapide', 'pensee', 'robe', 'ditelle', 'tandis', 'ouvrit', 'pensait', 'sarah', 'mal', 'lair', 'qua', 'douleur', 'jeune femme', 'monde', 'voila', 'epaules', 'paupieres', 'soudain', 'ah', 'coup']","[""tandis qu'elle conduisait s'etait assoupi epaule sentit poids tete endormie qu'elle decouvrait premiere fois l'abandon sommeil paupieres closes meurtries legeres rides grand air felicite mysterieuse alors leva tourna commutateur ouvrit porte chambre l'ombre s'approcha lit lorsqu'elle rentra maria pere desagreablement surpris hier voir rentre t'a-t-il precis l'ai compris humeur sorti j'ai cru qu'il chercher inquiet seule grande batisse s'en heureusement abstenu maite otait gants mouvements nouveaux lents feminins remarqua maria vit cerne yeux jeune visage as-tu dormi n'as-tu peur jardinier racontait qu'un baron tissan s'etait pendu chambre fois chateau inhabite voit loin s'y promener lumiere n'ai rencontre baron regrette restee petite fille maria crois fantomes souriait pourtant penser soir-la alors qu'elle essayait desesperement susciter presence oreste rejoint fille comment maria pouvait-elle souffrir absences etres vecu ont-ils recettes douleur s'etait confiee lunois aurait-il transmis art vivre pourtant souffrait fond n'y maria rester calme peut-etre parce qu'elle devinait monta chambre"", ""salle manger negrillon mettait couvert dejeuner alfreda repondit salams ede voyait d'elle precipites semblaient continuer rythme ardent galop l'avait ramenee c'etait pere qu'elle accourait sauver mort faites alfreda georges fiance amour petite ivre conquerante parfois sensation enthousiaste bonne volonte communiquer maison changer destinee etres effacer passe dicter l'avenir alfreda maria hausse tenait cote chambre l'avertir sure d'elle-meme hardie directe s'en droit porte pere frappa trois fois tant nettete demeure somnolente tressaillit cependant porte s'ouvrit silence seul repondit trois coups peremptoires petite prit trepigner impatiente presque rageuse fatlier cria-t-elle bouche serrure ouvrez-moi suite suite l'autre porte s'ouvrit maria lausse parut territiee joues eclatantes yeux grossis qu'est-ce fais s'exclama-t-elle es-tu folle voir papa imperieusement fillette parler maria lausse s'appuie mur tomber dirait qu'elle mourir d'une congestion tant rouge pourquoi fait l'enfant hauteur parler enferme chambre ensuite continua alfreda fixant gouvernante regard enfin qu'est-ce qu'il fait chambre question brutale pauvre grosse tille repond qu'en baissant yeux"", ""main bras enflerent demesurement avril n'avaient forme humaine phenomene logiquement resultat l'operation trouble circulation passerait morphine devint necessaire trouvames protection extremite puisqu'une seule injection donnait malade sommeil d'une nuit jour souffrait parfois douleurs intolerables crises marchions ensemble chambre jusqu'a qu'elle calmee inventa technique speciale soulager douleurs serie cris gutturaux type douleur cris percants marchions criions ensemble alors riait violemment douleur disparaissait placais phono chevalier rose levait entrait chambre tourbillonnait rythme valses viennoises bras immobilise plie angle droit septembre encore insista cinema cannes voir film vie tchaikowsky film marchions rue d'antibes georgette criait c'est hurler beaute exaltation telle qu'elle remonta s'en apercevoir marches separaient chalet rose bras pesant souffle court parlant toujours tchaikowsky premiers jours d'octobre courte promenade rentra extenuee rester debout s'appuyant petite porte verte laissa paraitre premiere fois qu'elle sentait etat desespere touche humains m'est sensible sens vivant deja morte est-ce l'on meurt octobre dix-huit mois medecin prononce tellement malade""]"
3,178,3_navait_lamour_sentait_amour,"['navait', 'lamour', 'sentait', 'amour', 'cur', 'antoine', 'cetait', 'disait', 'amedee', 'ame', 'desir', 'fille', 'lavait', 'femmes', 'netait', 'choses', 'pourtant', 'passion', 'homme', 'sabine', 'visage', 'monde', 'sen', 'maitresse', 'delle', 'hommes', 'eva', 'bonheur', 'marie', 'malgre', 'arnault', 'vivre', 'semblait', 'plaisir', 'joie', 'premiere', 'nature', 'comment', 'moment', 'faisait', 'maintenant', 'annette', 'lautre', 'daniel', 'bastide', 'tant', 'dautres', 'mal', 'jeune fille', 'antoine arnault', 'setait', 'aime', 'otto', 'voyait', 'hilda', 'neut', 'sentiment', 'volonte', 'germaine', 'jerome', 'songeait', 'besoin', 'peutetre', 'etres', 'conscience', 'gerald', 'larmes', 'jemina', 'connu', 'present', 'mari', 'jeune homme', 'douleur', 'pourquoi', 'tete', 'qua', 'parlait', 'seul', 'croyait', 'nen', 'detre', 'pensee', 'peine', 'demandait', 'jours', 'moins', 'fit', 'reine', 'souvent', 'telle', 'regard', 'jalousie', 'presque', 'jugeait', 'coup', 'ny', 'sorte', 'suzanne', 'souvenir', 'brusquement', 'quune', 'letre', 'doute', 'mort', 'reste', 'quils', 'zozo', 'esprit', 'haine', 'volupte', 'jeunes', 'davoir', 'aimait', 'soir', 'cesse', 'chose', 'prenait', 'comprendre', 'place', 'jusqua']","[""hilda j'avais besoin d'un exceptionnel parlait durete fini resolvait indecision obscur coupable bonheur s'eloignait qu'allait-elle devenir epouserait-elle ennui garcon joli insignifiant doux surpris visage etonnement admiratif premiere forme l'amour trouverait-elle l'acceptation resignee sursaut invincible l'avait fait defendre daniel alors pense qu'il utile rester ici risquer d'y vues ici deviner seul vieil otto signifie l'esclave favorite princesse persane etait-elle tombee piege otto etait-il corrupteur noemi n'en parlait qu'avec extreme mefiance qu'avait-il ourdi hilda partirai d'ici decida-t-elle hilda parut indifferente ah qu'elle fait resoudre depart la-bas oublierait apres-midi annoncerait decision belle-mere reste qu'a souhaiter bonne chance hilda tranquillite revoltait femmes gueridon fer petite berceau pousse balustres pareil jours mots jetes silence pense partir jours jemina reagit violemment possible eva quitter laisser pere longtemps reclamee l'an passe c'etait different david nom prononcait eva ramenait mort terrasse jemina poussa soupir douleur n'etait accablement absolu premiers temps comprenait qu'elle malgre accepte disparition qu'elle tenait compte projets vie paraissait"", ""naturelle dominee l'etranger qu'il n'eut d'autres sentiments qu'un extreme respect deference spontanee sentait parfois humilie s'amusait regarder soigneusement blesse satisfait porter jugement delicate noble sentant grave distante combien inconsciemment craignait plaisait tandis qu'elle parlait campagne francaise imaginer qu'il dire brusquement rendrai pays ainsise trouvait-il moins contraint ensuite presence comte albi pourtant jour qu'il rendu visite journee comtesse n'avait trouve confiance qu'il attendait d'un entretien menage demeuree commeil connaissait attentive gracieuse sentait tenter l'experience qu'il l'aimait visage comprendre croit entendu brusquement severe attitude juste parfaite froideur probablement aieux fourniraient antoine arnault vengeait jeunes femmes pensait-il faibles d'ardeur corps greles maitresses enthousiasme emportement font eviter deceptions qu'il n'eut envie continuer relations perdait caractere resolut pourtant passer temps venise comtesse albi possedait palais qu'elle d'aller rejoindre connais venise songeait antoine arnault prevois j'en ferai cantique brfilant c'est pourquoi resigne importun voisinage milieu mai quitta paris table travail desordre siege fastidieux palais bourbon ami martin lenotre meprisait maintenant doux eblouissement"", ""plaisir cours trois annees antoine vu passer beaucoup visages nouveaux l'avaient laisse indifferent hommes femmes fois belle-sœurelisabeth n'eut dire comment tant n'avait vision qu'interieure soi-meme furtive farouche refugiait sœur causait longuement repartait voyage gerard d'ancre mourut madeleine pleura antoine mystere mort emplissait tenebres pitie s'inclinait doucement femme vit funerailles elisabeth sanglota passionnement pere qu'elle respectait l'avait aimee visage jeune fille arrete contracte douleur qu'il frappa emut antoine soir repas membres famille causaient voix basse table regarda face antoine arnault lieu voir seulement yeux beau-frere vit ame tousles pays ame soudain eblouie ardente audacieuse regarda jusqu'au fond l'etre antoine allegresse volonte d'une vie vie plaisir plaisir doux triste nom bonheur antoine regardait brusquement blessee baissa yeux vierge regard trop coupable delice entrait lumiere vertige chantent tete d'elisabeth accordent harmonieusement gestes cependant qu'enivree douleur encore goute l'ame d'antoine arnault mort vie c'est vie vie chantante montante telle l'annonce terre soir nouveau printemps printemps force monde""]"
4,162,4_lamour_amour_yvee_lon,"['lamour', 'amour', 'yvee', 'lon', 'aime', 'jaime', 'naake', 'seule', 'tai', 'cur', 'peutetre', 'ah', 'laffolante illusion', 'mieux', 'laffolante', 'connais', 'mal', 'pourquoi', 'maintenant', 'mavez', 'vally', 'nai', 'main', 'seul', 'estce', 'passion', 'dis', 'illusion', 'taime', 'tant', 'aimer', 'tendresse', 'damour', 'yvee jourdan', 'sincere', 'donne', 'jourdan', 'bras', 'pense', 'oh', 'hommes', 'oui', 'parler', 'sens', 'vois', 'chose', 'bonheur', 'amie', 'voila', 'julien', 'liberte', 'rene', 'femmes', 'moimeme', 'courage', 'moins', 'beaute', 'jean', 'belle', 'amant', 'na', 'assez', 'claudine', 'plaisir', 'fais', 'doute', 'larmes', 'ferai', 'homme', 'nhine', 'ami', 'you', 'javais', 'mot', 'desir', 'jen', 'dire', 'ame', 'douce', 'vial', 'cependant', 'besoin', 'douceur', 'quune', 'joie', 'parle', 'reste', 'seulement', 'force', 'douleur', 'geste', 'dieu', 'regarde', 'vrai', 'raison', 'alors', 'passe', 'quun', 'part', 'pauvre', 'tete', 'present', 'detre', 'envers', 'ny', 'nature', 'madame', 'crois', 'jetais', 'choses', 'regard', 'rire', 'souvenir', 'reine', 'haine', 'visage', 'lautre', 'jeunesse', 'ten', 'corps']","[""m'ennuie mal ensemble premier avocat consulte allen m'avait repondu riant liberer garderais rendre mauvais service prenez fortune l'on offre malgre j'ai trois raisons graves partir rester debuter rester recommencer vie rester rentrer noir pense souvent c'est refrain tete venue vie la-bas faite d'activite travail j'aime voir s'eloigner passe voila qu'un bizarre probleme pose vis difficilement satisfaire conscience s'il vaut mieux vivre tant miseres d'avoir succes theatre m'apprend beaucoup heureuse vivre tant malheurs seul benefice d'un principe trouve juste l'important sentir exister faim fait sentir cesse existence cachons pire verite margaret n'a toujours cafe matin mecenes otto kahn aident parfois revue garde allen vit argent deux machines courage amis j'ai parfois heures detente recoit deux amerique fait fete rassemble d'une table seule fleur trone petits cadeaux echanges touchants force d'etre humbles toujours enveloppes grande recherche cadeau surprise premier aspect deplait d'etre totalement pauvre l'argent"", ""fait-il bons mariages qu'est-ce qu'on faire l'on aime aime faut-il condamner admettre jalousie faire victime d'amour l'etre abandonne pourquoi l'amour dure-t-il toujours est-ce qu'une femme aimer vingt-cinq ans devenir cœur brise qu'est-ce qu'un grand amour qu'est-ce fait grand amant j'assistais spectacle d'une candeur inconcevable n'avais envie rire bientot jane watson n'avait pretendait monopole interviews l'amour reporters americains francaise resolu problemes amoureux bout questions definitives reporters attendent verdict definitif entoure l'amour d'une sournoise consideration braves dames declarent mariage oh regard englobe l'univers personnes soi-disant libres murmurent parlant d'un flirt savez-vous jusqu'ou semble intonation qu'elles touchent monde rempli d'enigmes impenetrables jeune mariee fit confidences artiste mariee art ah oui joue violon professeur m'a mieux connaitrez vie marier alors mariee maintenant jeu change connais vie regardai cheveux courts visage pomme joues rondes poitrine plate petit nez mal poudre voix acide d'adolescente trop grandi ardeur d'enfant boutique bonbons evidemment jeune theatre d'une revelation jeune mari s'approcha hello hello d'une main lourde frappait petits coups"", ""qu'on faire l'on aime aime faut-il condamner admettre jalousie faire victime d'amour l'etre abandonne pourquoi l'amour dure-t-il toujours est-ce qu'une femme aimer vingt-cinq ans devenir cœur brise qu'est-ce qu'un grand amour qu'est-ce fait grand amant j'assistais spectacle d'une candeur inconcevable n'avais envie rire bientot jane watson n'avait pretendait monopole interviews l'amour reporters americains francaise resolu problemes amoureux bout questions definitives reporters attendent verdict definitif entoure l'amour d'une sournoise consideration braves dames declarent mariage oh regard englobe l'univers personnes soi-disant libres murmurent parlant d'un flirt savez-vous jusqu'ou semble intonation qu'elles touchent monde rempli d'enigmes impenetrables jeune mariee fit confidences artiste mariee art ah oui joue violon professeur m'a mieux connaitrez vie marier alors mariee maintenant jeu change connais vie regardai cheveux courts visage pomme joues rondes poitrine plate petit nez mal poudre voix acide d'adolescente trop grandi ardeur d'enfant boutique bonbons evidemment jeune theatre d'une revelation jeune mari s'approcha hello hello d'une main lourde frappait petits coups l'epaule epouse beau garcon""]"
