work_id,author_id,genre,score_direct_lesbian_love,score_direct_love,score_direct_love_and_desire,score_direct_physical_desire,score_direct_sapphism,score_lesbian_love,score_love,score_love_and_desire,score_physical_desire,score_sapphism
alencon_masque,alencon,poetry,0.008006628960142665,0.008006628960142665,0.035420190984916625,0.02766513435181798,0.0,0.0031936708176542213,0.0024157988741038403,0.007240921667183293,0.005080159635362192,0.0007778719435503809
brimont_mirages,brimont,poetry,0.004184033006998722,0.004184033006998722,0.02050836299380492,0.017125144492517775,0.0,0.0031947653937302953,0.001797928907040539,0.006596802643629955,0.005112015879888423,0.0013968364866897565
brimont_psyche,brimont,poetry,0.005306081360563619,0.005306081360563619,0.027543089890884522,0.02346407147825665,0.0,0.0033090464755289586,0.001986726426665499,0.006381007519387894,0.004756362769915011,0.0013223200488634598
cliffordbarney_actesentractes,cliffordbarney,poetry,0.0103773200569538,0.009526176337230529,0.023043810310058442,0.016173833239286516,0.0008511437197232696,0.004564794691032124,0.002648559625953564,0.006352653971249485,0.004293561130903932,0.00191623506507856
cliffordbarney_amazone,cliffordbarney,prose,0.009489447788549975,0.008983149524137368,0.018766411546399523,0.011790205118508304,0.0005062982644126057,0.003742842702525171,0.0028463255398521728,0.005976008298023439,0.0038049788758005585,0.0008965171626729984
cliffordbarney_aventures,cliffordbarney,prose,0.004844782078326534,0.004747373155669219,0.008526082909609578,0.00463332610085966,9.74089226573154e-05,0.0028310984482829713,0.001838572006922977,0.004052006835332589,0.0028756536713133796,0.0009925264413599946
cliffordbarney_framboises,cliffordbarney,prose,0.008201154741463214,0.008201154741463214,0.015770324330384045,0.008892671196029924,0.0,0.0008962538706677174,0.00038598086922063683,0.0030697545432945023,0.0026837736740738657,0.0005102730014470805
cliffordbarney_souvenirs,cliffordbarney,prose,0.005254903918745054,0.00468875988960913,0.01003622096026423,0.006130532567794501,0.0005661440291359239,0.002619399331875313,0.0019465428715247173,0.00344234266283662,0.001913559020186006,0.0006728564603505957
colette_apprentissages,colette,prose,0.0034575110123741507,0.0034575110123741507,0.009071458628469446,0.006396634661644965,0.0,0.0014429610849861362,0.0007326463279603224,0.002432912605737015,0.0018794786885865263,0.0007103147570258138
colette_aventures,colette,prose,0.003235992387306791,0.003235992387306791,0.009798563770919129,0.007253937486903523,0.0,0.0006373577760330405,0.00038247855869700615,0.002094197731292579,0.0018050279608259107,0.0002548792173360344
colette_bellavista,colette,prose,0.0024518724004074944,0.0024518724004074944,0.009641112734352907,0.0074605489290810595,0.0,0.0007418021833947526,0.000538780102033209,0.0022688065755312463,0.0018627662852221624,0.0002030220813615435
colette_bleherbe,colette,prose,0.0036772367502423717,0.0036772367502423717,0.012818846882634648,0.009673298744190914,0.0,0.0010575569231865759,0.000646158893572151,0.0027943245784151083,0.0024422585476215203,0.0004113980296144247
colette_chambre,colette,prose,0.0024531559974193635,0.0024531559974193635,0.008218396752059256,0.006075236066969532,0.0,0.0009664123634014635,0.0007832411577467332,0.002346742169711424,0.0018064174379528008,0.00018317120565473026
colette_chatte,colette,prose,0.002101480073485382,0.002101480073485382,0.011479904810923808,0.009438190455822362,0.0,0.0008387101193834418,0.000628914513536343,0.0025268234568336934,0.0020957003651887185,0.00020979560584709884
colette_cheri,colette,prose,0.0035756336193976212,0.0035756336193976212,0.012676247095634028,0.009957501031301032,0.0,0.001290461715146988,0.0011419899749891239,0.003394537619751911,0.002671531390558293,0.00014847174015786415
colette_claudineecole,colette,prose,0.003802986604113143,0.003802986604113143,0.009202536247984054,0.005501421323412808,0.0,0.0010138673260914307,0.0007981403805446612,0.0019209905656719384,0.0012585288810378688,0.0002157269455467696
colette_claudinemenage,colette,prose,0.0045820974564998555,0.0045820974564998555,0.015237190353243757,0.011197231955803343,0.0,0.0014201671897238098,0.0012097892183503948,0.0028263584456510583,0.001941308464277527,0.00021037797137341504
colette_claudineparis,colette,prose,0.0027546069014027594,0.0027546069014027594,0.01019304792004213,0.007600965146700275,0.0,0.0013767403510064897,0.0011836354590804305,0.0021438042360574787,0.0012755320705195125,0.00019310489192605934
colette_claudineva,colette,prose,0.003256114110919559,0.0032157394339169753,0.010514584177955344,0.007911401543030643,4.037467700258398e-05,0.0020795242993656413,0.0018401260636696543,0.0033965689988108825,0.001989601275240235,0.00023939823569598732
colette_duo,colette,prose,0.002162486336730409,0.002162486336730409,0.008452056583262743,0.006420329028317508,0.0,0.0007301736936023688,0.0005098098668609387,0.0014663941286640462,0.001067986407210646,0.00022036382674143023
colette_egarementsminne,colette,prose,0.00433451443020009,0.00433451443020009,0.014184536205761527,0.011076181476986259,0.0,0.000992602471608148,0.0008762233000111158,0.003051866038346162,0.002376984764687586,0.00011637917159703222
colette_entrave,colette,prose,0.004522916203775584,0.004522916203775584,0.012174900286171951,0.008981101999298151,0.0,0.0020734407207685544,0.0015813430068336806,0.0034891188258001863,0.002343272620405071,0.000492097713934874
colette_enversmusic,colette,prose,0.002186410056290613,0.002186410056290613,0.007407090251632613,0.005513711608002846,0.0,0.0007541565596316176,0.00046325596155039224,0.0015302673690696267,0.001278371792255349,0.00029090059808122536
colette_etoilevesper,colette,prose,0.002895995857399241,0.002895995857399241,0.007563636553686048,0.005027957811564412,0.0,0.00117866475016941,0.0005109661447110121,0.00162810740617975,0.0012950550966944101,0.0006676986054583979
colette_fanal,colette,prose,0.0028407892468287348,0.0028407892468287348,0.00848234807841657,0.0058268152270713755,0.0,0.001508335031647008,0.0010638151381953986,0.0019983668572138,0.0011308609452572993,0.00044451989345160924
colette_femmecachee,colette,prose,0.0024475302036763777,0.0024475302036763777,0.009566597835607055,0.00748045081650023,0.0,0.0007784102245991562,0.000497249224343334,0.002388337629426393,0.002089305113393132,0.00028116100025582226
colette_fincheri,colette,prose,0.0024169067409514425,0.0024169067409514425,0.010626371786863254,0.008635955623047172,0.0,0.0013537573576904985,0.0010926752372117333,0.0031367406180997665,0.002278092744332565,0.0002610821204787651
colette_fleurage,colette,prose,0.0023281637687567083,0.0023281637687567083,0.009115469984648782,0.007341282530658041,0.0,0.0006991282070043882,0.0006143101415942745,0.0026483452664449155,0.0023441282869246854,8.481806541011378e-05
colette_foule,colette,prose,0.0015605013653456068,0.0015605013653456068,0.006660699885385838,0.005884047473621623,0.0,0.0011649565063807394,0.0010723038991905934,0.002365331022514526,0.0021514335159753006,9.265260719014614e-05
colette_gigi,colette,prose,0.0019124287141315617,0.0019124287141315617,0.006377365325769839,0.004546258970350423,0.0,0.0006803711259332506,0.0005637005613402073,0.002130693366331014,0.00191928128870122,0.00011667056459304326
colette_herbier,colette,prose,0.003770525493192643,0.003770525493192643,0.00778128008251486,0.0050968662871953415,0.0,0.0009304810718111703,0.0006057597692709086,0.002147584453294084,0.0016756810826095193,0.0003247213025402617
colette_heures,colette,prose,0.00163504972997589,0.00163504972997589,0.006337672987450722,0.004853674880882027,0.0,0.0006655566881602841,0.000547158371693355,0.001503170388665026,0.0012303660609650283,0.00011839831646692892
colette_hotel,colette,prose,0.0021933615158490484,0.0021933615158490484,0.006907479580194275,0.004965312191685088,0.0,0.0005834196815291076,0.0004768012550828745,0.00131711112314068,0.0010550065898000981,0.00010661842644623315
