topic,rank,word,word_lemma,word_pos,weight
1,90,aime,aimer,VERB,0.0015675746760119673
1,91,role,role,NOUN,0.0015501749848261818
1,92,salon,salon,NOUN,0.001548192172100516
1,93,commencait,commencer,VERB,0.0015479330023516012
1,94,quen,quen,PRON,0.0015425123645748061
1,95,jeunes,jeune,ADJ,0.0015337798822954258
1,96,moment,moment,NOUN,0.0015321025616417973
1,97,vivre,vivre,VERB,0.0015274132057889985
1,98,propre,propre,ADJ,0.0015237216088162333
1,99,mere,mere,NOUN,0.0015139249046536678
1,100,parfois,parfois,ADV,0.0015125317740490244
1,101,leut,leut,VERB,0.0015112015081168374
1,102,ame,ame,NOUN,0.0015100700064412868
1,103,sen,sen,PROPN,0.0015037626322369918
1,104,laimait,laimer,VERB,0.0015014992472930126
1,105,madeleine,madeleine,NOUN,0.001497735331970228
1,106,restait,rester,VERB,0.0014945895656426227
1,107,esprit,esprit,NOUN,0.0014925825526891513
1,108,bras,bras,NOUN,0.001491020137339138
1,109,pres,pres,ADV,0.0014896527158412987
1,110,marthe,marthe,PROPN,0.0014815258846760358
1,111,heures,heure,NOUN,0.0014805787502299638
1,112,mot,mot,NOUN,0.0014767135559865736
1,113,lendemain,lendemain,NOUN,0.0014757843235391477
1,114,seulement,seulement,ADV,0.0014709765819626948
1,115,tisserel,tisserel,ADJ,0.0014697536636416552
1,116,ensemble,ensemble,NOUN,0.0014659011545928426
1,117,besoin,besoin,NOUN,0.001464229462215552
1,118,parlait,parler,VERB,0.001462982287131613
1,119,course,course,NOUN,0.0014604727411147206
1,120,sy,sy,ADP,0.001457954565453027
2,1,georges,georges,PROPN,0.06015253410277085
2,2,genevieve,genevieve,NOUN,0.04774640987990483
2,3,dormere,dormere,PROPN,0.039864003251197176
2,4,rame,rame,NOUN,0.03362366954202454
2,5,primerose,primerose,NOUN,0.03171178500338178
2,6,mademoiselle primerose,mademoiselle,NOUN,0.020272174527440387
2,7,mlle primerose,mlle,NOUN,0.017425379589773735
2,8,cousine,cousin,NOUN,0.014405604149433641
2,9,jacques,jacques,PROPN,0.013975327546576048
2,10,mlle,mlle,NOUN,0.012577483445877204
2,11,pelagie,pelagie,NOUN,0.011919947451366066
2,12,oncle,oncle,NOUN,0.011437123088282297
2,13,mademoiselle,mademoiselle,PROPN,0.011113812765095151
2,14,petite maitresse,petit,ADJ,0.010012372524306139
2,15,papa,papa,NOUN,0.009511868005112549
2,16,moussu,moussu,NOUN,0.00930219402640363
2,17,bonne,bon,ADJ,0.00716256858802114
2,18,saintaimar,saintaimar,NOUN,0.007031513366998275
2,19,pere,pere,NOUN,0.0066833278041195255
2,20,maitresse,maitresse,NOUN,0.006638954290133304
2,21,cousin,cousin,NOUN,0.006605143654337394
2,22,college,college,NOUN,0.005914638111763972
2,23,fraises,fraise,NOUN,0.005867822824642124
2,24,negre,negre,NOUN,0.0057600707217784685
2,25,mamselle,mamsell,ADJ,0.0052858485561550934
2,26,petite,petit,ADJ,0.0051768144233395146
2,27,helene,helene,PROPN,0.004728593357458146
2,28,louis helene,louis,PROPN,0.004558465791960037
