work_id,author_id,genre,score_direct_lesbian_love,score_direct_love,score_direct_love_and_desire,score_direct_physical_desire,score_direct_sapphism,score_lesbian_love,score_love,score_love_and_desire,score_physical_desire,score_sapphism
ackermann_oeuvres,ackermann,poetry,0.006511823465325011,0.006433139068440913,0.019931862749317495,0.01478848879209841,7.868439688409789e-05,0.0021009841433611404,0.0021009841433611404,0.006503945645462381,0.004749520922861395,0.0
ackermann_premierespoesiesphilosophiques,ackermann,poetry,0.007931359962356313,0.007802227730951355,0.023822461826068984,0.017404284590530058,0.00012913223140495868,0.0017786166706077007,0.0017786166706077007,0.00662205033149083,0.00512329633425638,0.0
adam_paienne,adam,prose,0.015386061494835178,0.015386061494835178,0.03018801336012117,0.019414437414800405,0.0,0.012009250395830128,0.012009250395830128,0.018941457283943586,0.010829415656934098,0.0
alanic_roses,alanic,prose,0.002029550218152061,0.002029550218152061,0.00797368821947546,0.006057654525764211,0.0,0.001277280345341508,0.001277280345341508,0.002828504497874945,0.0018084568673717067,0.0
anjou_dieu,anjou,prose,0.0020590301202147885,0.0020590301202147885,0.008480351473600512,0.0065256628262538455,0.0,0.0005849285161582462,0.0005849285161582462,0.001601971410765925,0.0011025895376494269,0.0
blanchecotte_militantes,blanchecotte,poetry,0.008107362417485234,0.008107362417485234,0.012619763065393969,0.005000244300320236,0.0,0.0050264160873127765,0.0050264160873127765,0.011655848104253753,0.007606109044677682,0.0
chambrier_audela,chambrier,poetry,0.0028109300295317587,0.0028109300295317587,0.0085895850450471,0.0061634489080666785,0.0,0.0001347397382210251,0.0001347397382210251,0.0013905902919418723,0.0012558505537208474,0.0
dash_voleur,dash,prose,0.004459827509739909,0.004459827509739909,0.008904012423219526,0.0056234573384791224,0.0,0.0017552511542650673,0.0017552511542650673,0.003222413601601294,0.0022567708024706207,0.0
dauguet_passions,dauguet,poetry,0.007349479648669983,0.007349479648669983,0.01660614826650161,0.012242032975658372,0.0,0.0038327857228228845,0.0038327857228228845,0.009815510569603449,0.007521861263502276,0.0
doff_jours,doff,prose,0.0013475455227253577,0.0013475455227253577,0.006339605821511125,0.0051116590642178664,0.0,0.00024859229795949064,0.00024859229795949064,0.0010342857959413038,0.0008376200652648245,0.0
dominique_ombreroses,dominique,poetry,0.006943552598974735,0.006943552598974735,0.015647968235123363,0.009142402287984,0.0,0.0018789357394164315,0.0018789357394164315,0.007116240198158392,0.00523730445874196,0.0
dortzal_credomontagne,dortzal,poetry,0.006489944018396987,0.006489944018396987,0.015128759156943205,0.011136096836476648,0.0,0.0029372638744491484,0.0029372638744491484,0.00883832972345429,0.006369128455130727,0.0
fleuriot_conge,fleuriot,prose,0.0019966968926758664,0.0019966968926758664,0.006376821630473288,0.004495473137044127,0.0,0.0005514849376954238,0.0005514849376954238,0.0013483490406611673,0.0009835269197069737,0.0
gautier_cruautesamour,gautier,prose,0.003362117587363486,0.003362117587363486,0.009209679072823154,0.005949654379962655,0.0,0.0018054616563208529,0.0018054616563208529,0.0035960594310153176,0.001999339210692318,0.0
gautier_dragon,gautier,prose,0.0016148685684865282,0.0016148685684865282,0.007833103931170092,0.0062912318522803205,0.0,0.0005395279396382021,0.0005395279396382021,0.0016082469669227437,0.0011574637822177878,0.0
gautier_elephant,gautier,prose,0.0009615736362014781,0.0009615736362014781,0.0064109451323140585,0.005509140786651102,0.0,0.0005666882468403527,0.0005666882468403527,0.0013708203349184498,0.0008870716697526627,0.0
