lexicon,n_poetry,n_prose,mean_sentiment_poetry,mean_sentiment_prose,MWU_U,p_value,cliffs_delta
love,895,6637,4.883798882681564,3.683893325297574,4147642.0,3.0809893887899015e-108,0.39648542157853844
