lexicon,n_chunks_poetry,n_chunks_prose,n_total_poetry,n_total_prose,share_corpus_poetry_retained,share_corpus_prose_retained,chi2,p_value,dof,js_divergence,n_topics_compared
love,895,6637,1221,14607,0.733005733005733,0.45437119189429725,2663.1994960992497,0.0,366,0.7043464904259152,367
