topic,n_poetry,n_prose,share_poetry_in_corpus,share_prose_in_corpus,ratio_poetry_over_prose
336,1,9,0.000819000819000819,0.0006161429451632779,1.3292383292383292
197,1,9,0.000819000819000819,0.0006161429451632779,1.3292383292383292
177,1,9,0.000819000819000819,0.0006161429451632779,1.3292383292383292
302,1,9,0.000819000819000819,0.0006161429451632779,1.3292383292383292
199,2,19,0.001638001638001638,0.00130074621756692,1.2592784171731541
237,1,10,0.000819000819000819,0.0006846032724036421,1.1963144963144965
307,1,10,0.000819000819000819,0.0006846032724036421,1.1963144963144965
185,2,21,0.001638001638001638,0.0014376668720476485,1.1393471393471393
77,1,11,0.000819000819000819,0.0007530635996440063,1.0875586330131786
85,2,24,0.001638001638001638,0.001643047853768741,0.996928746928747
208,1,12,0.000819000819000819,0.0008215239268843705,0.996928746928747
72,1,13,0.000819000819000819,0.0008899842541247347,0.9202419202419203
264,1,13,0.000819000819000819,0.0008899842541247347,0.9202419202419203
226,1,13,0.000819000819000819,0.0008899842541247347,0.9202419202419203
236,1,13,0.000819000819000819,0.0008899842541247347,0.9202419202419203
125,2,26,0.001638001638001638,0.0017799685082494695,0.9202419202419203
110,2,27,0.001638001638001638,0.0018484288354898336,0.8861588861588863
82,2,27,0.001638001638001638,0.0018484288354898336,0.8861588861588863
58,2,27,0.001638001638001638,0.0018484288354898336,0.8861588861588863
108,2,28,0.001638001638001638,0.0019168891627301978,0.8545103545103546
4,13,193,0.010647010647010647,0.013212843157390292,0.8058076918180546
135,1,15,0.000819000819000819,0.0010269049086054631,0.7975429975429976
11,3,45,0.002457002457002457,0.0030807147258163892,0.7975429975429976
52,2,30,0.001638001638001638,0.0020538098172109263,0.7975429975429976
120,1,15,0.000819000819000819,0.0010269049086054631,0.7975429975429976
193,1,15,0.000819000819000819,0.0010269049086054631,0.7975429975429976
100,1,16,0.000819000819000819,0.0010953652358458273,0.7476965601965603
107,1,17,0.000819000819000819,0.0011638255630861914,0.7037144095967627
61,1,17,0.000819000819000819,0.0011638255630861914,0.7037144095967627
230,1,18,0.000819000819000819,0.0012322858903265558,0.6646191646191646
9,2,37,0.001638001638001638,0.0025330321078934756,0.6466564844943224
182,1,19,0.000819000819000819,0.00130074621756692,0.6296392085865771
87,1,19,0.000819000819000819,0.00130074621756692,0.6296392085865771
175,1,20,0.000819000819000819,0.0013692065448072841,0.5981572481572482
195,1,20,0.000819000819000819,0.0013692065448072841,0.5981572481572482
47,2,42,0.001638001638001638,0.002875333744095297,0.5696735696735696
45,1,22,0.000819000819000819,0.0015061271992880126,0.5437793165065893
212,1,23,0.000819000819000819,0.0015745875265283768,0.5201367375280419
65,1,23,0.000819000819000819,0.0015745875265283768,0.5201367375280419
0,4,105,0.003276003276003276,0.007188334360238242,0.45573885573885575
29,3,79,0.002457002457002457,0.005408365851988772,0.45429664417006194
48,1,27,0.000819000819000819,0.0018484288354898336,0.44307944307944314
1,3,81,0.002457002457002457,0.005545286506469501,0.4430794430794431
15,1,32,0.000819000819000819,0.0021907304716916546,0.37384828009828014
97,1,32,0.000819000819000819,0.0021907304716916546,0.37384828009828014
35,1,32,0.000819000819000819,0.0021907304716916546,0.37384828009828014
2,3,99,0.002457002457002457,0.006777572396796057,0.36251954433772615
10,2,69,0.001638001638001638,0.00472376257958513,0.3467578250186946
121,1,36,0.000819000819000819,0.0024645717806531116,0.3323095823095823
24,1,37,0.000819000819000819,0.0025330321078934756,0.3233282422471612
46,1,38,0.000819000819000819,0.00260149243513384,0.31481960429328854
74,1,39,0.000819000819000819,0.0026699527623742043,0.30674730674730677
71,1,39,0.000819000819000819,0.0026699527623742043,0.30674730674730677
8,1,44,0.000819000819000819,0.0030122543985760253,0.27188965825329464
20,1,45,0.000819000819000819,0.0030807147258163892,0.2658476658476659
36,1,47,0.000819000819000819,0.003217635380297118,0.25453499921585027
3,2,158,0.001638001638001638,0.010816731703977544,0.151432214723354
254,0,9,0.0,0.0006161429451632779,0.0
154,0,14,0.0,0.0009584445813650989,0.0
227,0,6,0.0,0.00041076196344218524,0.0
325,0,12,0.0,0.0008215239268843705,0.0
262,0,5,0.0,0.00034230163620182103,0.0
285,0,7,0.0,0.00047922229068254944,0.0
138,0,31,0.0,0.0021222701444512907,0.0
192,0,14,0.0,0.0009584445813650989,0.0
147,0,17,0.0,0.0011638255630861914,0.0
328,0,10,0.0,0.0006846032724036421,0.0
311,0,5,0.0,0.00034230163620182103,0.0
335,0,7,0.0,0.00047922229068254944,0.0
274,0,17,0.0,0.0011638255630861914,0.0
225,0,14,0.0,0.0009584445813650989,0.0
233,0,14,0.0,0.0009584445813650989,0.0
324,0,5,0.0,0.00034230163620182103,0.0
329,0,6,0.0,0.00041076196344218524,0.0
51,0,21,0.0,0.0014376668720476485,0.0
142,0,13,0.0,0.0008899842541247347,0.0
366,0,3,0.0,0.00020538098172109262,0.0
180,0,11,0.0,0.0007530635996440063,0.0
239,0,6,0.0,0.00041076196344218524,0.0
132,0,21,0.0,0.0014376668720476485,0.0
291,0,3,0.0,0.00020538098172109262,0.0
281,0,10,0.0,0.0006846032724036421,0.0
30,0,33,0.0,0.002259190798932019,0.0
145,0,22,0.0,0.0015061271992880126,0.0
284,0,14,0.0,0.0009584445813650989,0.0
103,0,23,0.0,0.0015745875265283768,0.0
356,0,10,0.0,0.0006846032724036421,0.0
67,0,13,0.0,0.0008899842541247347,0.0
203,0,16,0.0,0.0010953652358458273,0.0
290,0,16,0.0,0.0010953652358458273,0.0
50,0,33,0.0,0.002259190798932019,0.0
88,0,30,0.0,0.0020538098172109263,0.0
304,0,4,0.0,0.0002738413089614568,0.0
198,0,12,0.0,0.0008215239268843705,0.0
21,0,41,0.0,0.0028068734168549326,0.0
258,0,6,0.0,0.00041076196344218524,0.0
54,0,34,0.0,0.002327651126172383,0.0
223,0,29,0.0,0.001985349489970562,0.0
201,0,7,0.0,0.00047922229068254944,0.0
62,0,32,0.0,0.0021907304716916546,0.0
178,0,17,0.0,0.0011638255630861914,0.0
249,0,20,0.0,0.0013692065448072841,0.0
160,0,23,0.0,0.0015745875265283768,0.0
306,0,4,0.0,0.0002738413089614568,0.0
153,0,26,0.0,0.0017799685082494695,0.0
144,0,18,0.0,0.0012322858903265558,0.0
245,0,10,0.0,0.0006846032724036421,0.0
288,0,18,0.0,0.0012322858903265558,0.0
360,0,4,0.0,0.0002738413089614568,0.0
18,0,58,0.0,0.003970698979941124,0.0
186,0,7,0.0,0.00047922229068254944,0.0
26,0,54,0.0,0.0036968576709796672,0.0
162,0,23,0.0,0.0015745875265283768,0.0
84,0,23,0.0,0.0015745875265283768,0.0
118,0,17,0.0,0.0011638255630861914,0.0
200,0,14,0.0,0.0009584445813650989,0.0
124,0,22,0.0,0.0015061271992880126,0.0
358,0,7,0.0,0.00047922229068254944,0.0
123,0,14,0.0,0.0009584445813650989,0.0
189,0,9,0.0,0.0006161429451632779,0.0
106,0,24,0.0,0.001643047853768741,0.0
119,0,20,0.0,0.0013692065448072841,0.0
117,0,14,0.0,0.0009584445813650989,0.0
276,0,8,0.0,0.0005476826179229136,0.0
267,0,18,0.0,0.0012322858903265558,0.0
163,0,14,0.0,0.0009584445813650989,0.0
44,0,28,0.0,0.0019168891627301978,0.0
43,0,40,0.0,0.0027384130896145682,0.0
16,0,41,0.0,0.0028068734168549326,0.0
243,0,14,0.0,0.0009584445813650989,0.0
339,0,10,0.0,0.0006846032724036421,0.0
25,0,62,0.0,0.004244540288902581,0.0
228,0,5,0.0,0.00034230163620182103,0.0
148,0,25,0.0,0.0017115081810091053,0.0
231,0,10,0.0,0.0006846032724036421,0.0
207,0,12,0.0,0.0008215239268843705,0.0
83,0,18,0.0,0.0012322858903265558,0.0
196,0,12,0.0,0.0008215239268843705,0.0
152,0,14,0.0,0.0009584445813650989,0.0
187,0,20,0.0,0.0013692065448072841,0.0
214,0,8,0.0,0.0005476826179229136,0.0
350,0,5,0.0,0.00034230163620182103,0.0
357,0,6,0.0,0.00041076196344218524,0.0
105,0,16,0.0,0.0010953652358458273,0.0
261,0,8,0.0,0.0005476826179229136,0.0
22,0,30,0.0,0.0020538098172109263,0.0
255,0,6,0.0,0.00041076196344218524,0.0
12,0,54,0.0,0.0036968576709796672,0.0
136,0,18,0.0,0.0012322858903265558,0.0
101,0,19,0.0,0.00130074621756692,0.0
286,0,18,0.0,0.0012322858903265558,0.0
134,0,7,0.0,0.00047922229068254944,0.0
204,0,10,0.0,0.0006846032724036421,0.0
140,0,11,0.0,0.0007530635996440063,0.0
224,0,12,0.0,0.0008215239268843705,0.0
222,0,15,0.0,0.0010269049086054631,0.0
17,0,46,0.0,0.0031491750530567536,0.0
190,0,12,0.0,0.0008215239268843705,0.0
81,0,26,0.0,0.0017799685082494695,0.0
283,0,10,0.0,0.0006846032724036421,0.0
173,0,12,0.0,0.0008215239268843705,0.0
73,0,39,0.0,0.0026699527623742043,0.0
342,0,7,0.0,0.00047922229068254944,0.0
91,0,14,0.0,0.0009584445813650989,0.0
14,0,58,0.0,0.003970698979941124,0.0
156,0,16,0.0,0.0010953652358458273,0.0
63,0,16,0.0,0.0010953652358458273,0.0
211,0,11,0.0,0.0007530635996440063,0.0
256,0,8,0.0,0.0005476826179229136,0.0
257,0,13,0.0,0.0008899842541247347,0.0
168,0,10,0.0,0.0006846032724036421,0.0
92,0,26,0.0,0.0017799685082494695,0.0
270,0,8,0.0,0.0005476826179229136,0.0
90,0,11,0.0,0.0007530635996440063,0.0
316,0,7,0.0,0.00047922229068254944,0.0
295,0,5,0.0,0.00034230163620182103,0.0
296,0,10,0.0,0.0006846032724036421,0.0
355,0,3,0.0,0.00020538098172109262,0.0
297,0,7,0.0,0.00047922229068254944,0.0
171,0,13,0.0,0.0008899842541247347,0.0
19,0,38,0.0,0.00260149243513384,0.0
315,0,6,0.0,0.00041076196344218524,0.0
38,0,32,0.0,0.0021907304716916546,0.0
351,0,9,0.0,0.0006161429451632779,0.0
215,0,8,0.0,0.0005476826179229136,0.0
235,0,9,0.0,0.0006161429451632779,0.0
41,0,25,0.0,0.0017115081810091053,0.0
322,0,10,0.0,0.0006846032724036421,0.0
79,0,15,0.0,0.0010269049086054631,0.0
42,0,32,0.0,0.0021907304716916546,0.0
348,0,4,0.0,0.0002738413089614568,0.0
352,0,9,0.0,0.0006161429451632779,0.0
354,0,7,0.0,0.00047922229068254944,0.0
268,0,11,0.0,0.0007530635996440063,0.0
131,0,26,0.0,0.0017799685082494695,0.0
126,0,10,0.0,0.0006846032724036421,0.0
269,0,9,0.0,0.0006161429451632779,0.0
210,0,10,0.0,0.0006846032724036421,0.0
191,0,17,0.0,0.0011638255630861914,0.0
250,0,7,0.0,0.00047922229068254944,0.0
78,0,19,0.0,0.00130074621756692,0.0
13,0,50,0.0,0.0034230163620182106,0.0
277,0,15,0.0,0.0010269049086054631,0.0
346,0,6,0.0,0.00041076196344218524,0.0
206,0,10,0.0,0.0006846032724036421,0.0
169,0,10,0.0,0.0006846032724036421,0.0
