word,tfidf_poetry,tfidf_prose,diff_poetry_minus_prose,characteristic_of
ame,0.02012289726846944,0.004377611871992504,0.015745285396476932,poetry
cœur,0.018757768542652806,0.006575605279859238,0.012182163262793567,poetry
lys,0.010577559625450919,0.00015797246833071892,0.0104195871571202,poetry
ombre,0.011481517153755899,0.0017447021084006438,0.009736815045355255,poetry
mer,0.01066648807521409,0.0011762515935275536,0.009490236481686537,poetry
mort,0.01390613412149656,0.004865396773263912,0.009040737348232648,poetry
doux,0.010460473012660426,0.0020872592206424814,0.008373213792017945,poetry
beaute,0.011086441968892392,0.00319200581535243,0.007894436153539963,poetry
silence,0.009911767377421042,0.002080830793665296,0.007830936583755747,poetry
jour,0.013838376740067854,0.006320634538242905,0.007517742201824948,poetry
reve,0.00983728781053406,0.0024823466121743705,0.00735494119835969,poetry
roses,0.00903077237076866,0.0016763518523992427,0.007354420518369417,poetry
baisers,0.008626810295133416,0.0012850791071392757,0.007341731187994141,poetry
vierge,0.008362816895059282,0.0010291294726760213,0.0073336874223832605,poetry
amour,0.022624074601917104,0.015309188354299785,0.007314886247617319,poetry
chant,0.008260571156490273,0.000955226865832348,0.007305344290657926,poetry
vent,0.008302982623949401,0.0011953776108151008,0.0071076050131343,poetry
lune,0.007971979423414053,0.0010038534422312966,0.006968125981182756,poetry
triste,0.008734200232383136,0.001833825946097706,0.00690037428628543,poetry
vierges,0.006990663308405639,0.0001610923749327856,0.006829570933472853,poetry
eaux,0.006847831236623277,0.0002105803220505982,0.006637250914572679,poetry
baiser,0.007696883320893678,0.0011188721132196742,0.006578011207674004,poetry
voix,0.01132997069005546,0.004778618084837461,0.006551352605218,poetry
nuit,0.010629916255966062,0.0043415996687806765,0.006288316587185386,poetry
automne,0.007027240334711493,0.0007708887493580342,0.006256351585353459,poetry
naake,0.006149739951951411,0.0,0.006149739951951411,poetry
fleurs,0.008664485923591588,0.002524270784356494,0.006140215139235094,poetry
jadis,0.00705080657774439,0.0009377145666336342,0.006113092011110756,poetry
heure,0.009363547503867574,0.0032977324782101523,0.006065815025657422,poetry
soir,0.008986316900419983,0.0029385951060727647,0.006047721794347218,poetry
homme,0.002540879698653006,0.01101275884533583,-0.008471879146682824,prose
femme,0.00569072919446652,0.01378439628871653,-0.00809366709425001,prose
petite,0.0009832482480808832,0.00905633880035638,-0.008073090552275498,prose
vie,0.004686457288511715,0.012228435431545743,-0.007541978143034028,prose
faire,0.0013846281910098912,0.008717790773627766,-0.007333162582617875,prose
parce,0.0014925649381113707,0.008501914034238613,-0.007009349096127242,prose
dire,0.0008576575688894513,0.00757862881383967,-0.006720971244950218,prose
jeune,0.003580618461929425,0.009607586011911338,-0.006026967549981913,prose
mademoiselle,0.00047793739289504777,0.0057066819460455534,-0.005228744553150506,prose
mari,0.0003646430567861513,0.0055070046586755735,-0.005142361601889422,prose
chose,0.001075352996092026,0.006196176593875171,-0.005120823597783144,prose
alors,0.0013393526457291115,0.006191843248283066,-0.004852490602553954,prose
encore,0.006275720958883159,0.011113256402671178,-0.004837535443788019,prose
stephen,0.0,0.0046670746619352655,-0.0046670746619352655,prose
mere,0.001682857486493704,0.006209718131043131,-0.004526860644549427,prose
ans,0.0,0.004419017265865322,-0.004419017265865322,prose
mieux,0.004689700824162073,0.009090517307731789,-0.004400816483569716,prose
monde,0.0012527145810754094,0.005560177501768199,-0.00430746292069279,prose
fois,0.0014898630210104817,0.005669418955127599,-0.004179555934117118,prose
petit,0.0027969862074485093,0.006902692053534449,-0.0041057058460859394,prose
comment,0.0002687252159350794,0.004302581062623859,-0.004033855846688779,prose
beaucoup,0.0008820641336610825,0.004883171621184087,-0.004001107487523005,prose
tant,0.005864823844714228,0.009816855801237501,-0.003952031956523273,prose
pere,0.0011322702631373215,0.005044901717053666,-0.003912631453916344,prose
deux,0.006989067367964431,0.010887301031569575,-0.003898233663605144,prose
temps,0.0027075881415801074,0.006576314836036126,-0.003868726694456019,prose
fin,0.0002810539488919802,0.003736318140240649,-0.003455264191348669,prose
fille,0.0031186522294108757,0.006551478965988319,-0.0034328267365774435,prose
madame,0.0005126149806339243,0.003920262611172892,-0.003407647630538967,prose
aimait,0.0004398200000361505,0.0038132499977107533,-0.003373429997674603,prose
